ENSG00000125814,NAPB,vesicle-mediated transport,snare complex disassembly,protein binding,exosome biogenesis,synaptic transmission regulation,cellular signaling
ENSG00000105755,ETHE1,sulfur dioxygenase activity,glutathione metabolic process,mitochondrion localization,hydrogen sulfide metabolic process,oxidative stress response,iron ion binding
ENSG00000164181,ELOVL7,very long chain fatty acid elongase activity,fatty acid biosynthetic process,monounsaturated fatty acid,saturated fatty acid,polyunsaturated fatty acid,endoplasmic reticulum membrane
ENSG00000127507,ADGRE2,g protein-coupled receptor activity,cell migration,inflammatory response,granulocyte chemotaxis,plasma membrane localization,cell adhesion
ENSG00000100479,POLE2,dna polymerase activity,translesion synthesis,dna repair,nuclear localization,chromosome association,genomic instability
ENSG00000132773,TOE1,snrna 3'-end processing,snrna binding,nucleic acid binding,protein binding,ribonuclease activity,nuclear localization
ENSG00000102683,SGCG,protein binding,cardiac muscle tissue development,sarcoglycan complex,gene expression,muscle organ development,cytoskeleton organization
ENSG00000166603,MC4R,melanocortin receptor activity,g protein-coupled receptor activity,regulation of feeding behavior,insulin secretion,adenylate cyclase-activating g protein-coupled receptor signaling pathway,plasma membrane localization
ENSG00000137207,YIPF3,cell differentiation,protein binding,plasma membrane localization,golgi apparatus,transport vesicle,intracellular membrane-bounded organelle
ENSG00000091844,RGS17,gtpase activity,gtpase activator activity,g protein-coupled receptor signaling pathway,negative regulation of signal transduction,plasma membrane localization,nucleus
ENSG00000206181,ELOA2,transcription elongation by rna polymerase ii,transcription by rna polymerase ii,regulation of dna-templated transcription elongation,protein binding,elongin complex,nucleoplasm
ENSG00000276463,TAF9,dna damage response,transcriptional regulation,chromatin remodeling,rna polymerase ii activity,protein stabilization,cytokine response
ENSG00000271605,MILR1,transmembrane signaling receptor activity,protein binding,mast cell degranulation,immune response,cell surface receptor signaling pathway,tumor microenvironment modulation
ENSG00000113303,BTNL8,signaling receptor binding,t cell receptor signaling pathway,protein binding,regulation of cytokine production,adaptive immune response,plasma membrane localization
ENSG00000110851,PRDM4,histone methyltransferase activity,dna-binding transcription factor activity,transcription by rna polymerase ii,regulation of transcription by rna polymerase ii,cell fate commitment,sequence-specific double-stranded dna binding
ENSG00000155957,TMBIM4,calcium channel activity,apoptosis regulation,endoplasmic reticulum localization,golgi apparatus localization,neuronal survival regulation,tumor cell resistance
ENSG00000134697,GNL2,gtp binding,gtpase activity,rna binding,nucleus localization,nucleolus localization,ribosome biogenesis
ENSG00000115750,TAF1B,rna polymerase i transcription regulation,ribosomal rna gene transcription,nucleolar localization,dna binding,transcription initiation complex assembly,protein synthesis
ENSG00000163687,DNASE1L3,deoxyribonuclease activity,dna catabolism,apoptosis,neutrophil mediated cytotoxicity,immune response regulation,tumor development
ENSG00000125656,CLPP,endopeptidase activity,atp-dependent peptidase activity,mitochondrial matrix localization,protein catabolic process,mitochondrial protein catabolic process,proteolysis
ENSG00000151552,QDPR,electron transfer activity,6,7-dihydropteridine reductase activity,tetrahydrobiopterin biosynthetic process,amino acid metabolic process,l-phenylalanine catabolic process
ENSG00000103269,RHBDL1,serine-type endopeptidase activity,protein binding,signal transduction,proteolysis,plasma membrane,kirc
ENSG00000003393,ALS2,rho guanine nucleotide exchange factor activity,cytoskeletal organization,endosome organization,synaptic transmission,protein kinase activator activity,gtpase activity regulation
ENSG00000145362,ANK2,calcium ion transport,membrane depolarization,cardiac muscle contraction,protein localization,cytoskeleton organization,signal transduction
ENSG00000163697,APBB2,amyloid-beta binding,molecular adaptor activity,regulation of dna-templated transcription,negative regulation of apoptotic process,axon guidance,synapse organization
ENSG00000111262,KCNA1,voltage-gated potassium channel activity,regulation of membrane potential,action potential,synaptic transmission,neuronal signal transduction,sensory perception
ENSG00000115677,HDLBP,lipid binding,cholesterol metabolic process,mrna binding,protein binding,cadherin binding,plasma membrane localization
ENSG00000144224,UBXN4,protein binding,erad pathway,unfolded protein response,nucleus localization,endoplasmic reticulum membrane,cancer progression
ENSG00000147164,SNX12,lipid binding,phosphatidylinositol-3-phosphate binding,endocytosis regulation,protein transport regulation,negative regulation of protein degradation,early endosome localization
ENSG00000284017,PLCL2,phosphatidylinositol phospholipase c activity,hydrolase activity,g protein-coupled receptor binding,signal transduction,b cell proliferation,gabaergic signaling
ENSG00000204969,PCDHA2,cell adhesion,homophilic interaction,plasma membrane localization,nervous system development,tumor growth,metastasis
ENSG00000013297,CLDN11,calcium-independent cell-cell adhesion,bicellular tight junction assembly,plasma membrane localization,tight junction,cell adhesion,increased permeability
ENSG00000066405,CLDN18,tight junction organization,cell adhesion,epithelial fluid transport,negative regulation of protein localization to nucleus,cellular response to estrogen stimulus,calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules
ENSG00000090447,TFAP4,dna-binding transcription factor activity,e-box binding,regulation of gene expression,negative regulation of cell population proliferation,dna damage response,histone deacetylase binding
ENSG00000158457,TSPAN33,tetraspanin-enriched microdomain,protein binding,anchoring junction,plasma membrane localization,protein localization,cell surface
ENSG00000129691,ASH2L,histone methyltransferase activity,chromatin organization,dna binding,transcriptional regulation,cell proliferation,wnt signaling pathway
ENSG00000122884,P4HA1,collagen fibril organization,prolyl 4-hydroxylase activity,dioxygenase activity,endoplasmic reticulum localization,intracellular membrane-bounded organelle,tumor microenvironment modulation
ENSG00000149380,P4HA3,collagen fibril organization,iron ion binding,protein binding,dioxygenase activity,procollagen-proline 4-dioxygenase activity,endoplasmic reticulum lumen
ENSG00000092529,CAPN3,calcium ion binding,cysteine-type peptidase activity,apoptotic process,muscle cell cellular homeostasis,regulation of nf-kappab transcription factor activity,positive regulation of proteolysis
ENSG00000135318,NT5E,5'-nucleotidase activity,nucleotide catabolism,adenosine biosynthesis,dna metabolism,cell surface localization,inflammatory response regulation
ENSG00000061936,SFSWAP,mrna splicing regulation,rna binding,protein binding,negative regulation of mrna splicing,alternative mrna splicing,cancer progression
ENSG00000170322,NFRKB,chromosome organization,dna repair,telomere maintenance,ino80 complex,protein binding,embryonic development
ENSG00000132485,ZRANB2,rna splicing,mrna processing,rna binding,nucleoplasm localization,protein binding,metal ion binding
ENSG00000163630,SYNPR,marvel domain,vesicle trafficking,synaptic transmission,protein binding,neuronal structure,tumor progression
ENSG00000175283,DOLK,dolichol kinase activity,protein n-linked glycosylation,lipid metabolic process,endoplasmic reticulum membrane,dolichol phosphate mannose biosynthesis,protein mannosylation
ENSG00000204197,KIFC1,microtubule motor activity,atp hydrolysis activity,mitotic spindle assembly,chromosome segregation,cell division,microtubule binding
ENSG00000152818,UTRN,vinculin binding,integrin binding,actin binding,cell-matrix adhesion,cytoskeletal organization,muscle organ development
ENSG00000187626,ZKSCAN4,dna-binding transcription factor activity,dna binding,regulation of dna-templated transcription,rna polymerase ii cis-regulatory region sequence-specific dna binding,transcriptional repression,metal ion binding
ENSG00000196345,ZKSCAN7,dna-binding transcription factor activity,transcriptional repression,rna polymerase ii regulation,tumor suppressor function,dna binding,krab domain
ENSG00000184351,KRTAP19-1,protein binding,cytosol localization,intermediate filament,cellular structure,cell morphology,migration
ENSG00000143368,SF3B4,splicing factor binding,rna splicing,mrna splicing,u2-type spliceosomal complex,protein binding,rna binding
ENSG00000136819,C9orf78,rna splicing,chromosome segregation,mrna cis splicing,u5 snrna binding,protein binding,nucleoplasm localization
ENSG00000078699,CBFA2T2,transcriptional corepressor activity,metal ion binding,protein binding,negative regulation of notch signaling pathway,dna-templated transcription repression,neuron projection development
ENSG00000030582,GRN,lysosomal transport,protein folding,growth factor activity,angiogenesis,inflammatory response,cytokine activity
ENSG00000118434,SPACA1,protein binding,membrane organization,acrosome assembly,spermatogenesis,cancer expression alteration,non-reproductive function
ENSG00000147027,TMEM47,transmembrane protein,cell-cell adhesion,adherens junction,anchoring junction,plasma membrane,protein binding
ENSG00000170417,TMEM182,protein binding,plasma membrane localization,muscle organ development,negative regulation of myoblast differentiation,myotube cell development,cellular adhesion
ENSG00000136026,CKAP4,protein binding,rna binding,cytoskeleton organization,plasma membrane localization,endoplasmic reticulum localization,vesicle trafficking
ENSG00000128271,ADORA2A,adenosine receptor activity,g protein-coupled receptor signaling pathway,regulation of cell proliferation,inflammation modulation,adrenergic signaling,adenylate cyclase activity
ENSG00000132965,ALOX5AP,leukotriene production,inflammatory response,arachidonic acid metabolism,oxidative stress response,protein homotrimerization,cellular oxidant detoxification
ENSG00000091483,FH,fumarate hydratase activity,tricarboxylic acid cycle,dna repair,metabolic dysregulation,tumorigenesis,mitochondrion localization
ENSG00000167461,RAB8A,gtp binding,gtpase activity,endocytic recycling,autophagy regulation,synapse organization,vesicle transport
ENSG00000178467,P4HTM,procollagen-proline 4-dioxygenase activity,hypoxia-inducible factor regulation,collagen biosynthesis,extracellular matrix remodeling,dioxygenase activity,tumor microenvironment
ENSG00000147677,EIF3H,metal-dependent deubiquitinase activity,translation initiation factor activity,cytoplasmic translational initiation,protein binding,rna binding,regulation of translational initiation
ENSG00000177963,RIC8A,g protein-coupled receptor signaling,guanyl-nucleotide exchange factor activity,protein binding,plasma membrane localization,cell migration involved in gastrulation,adenylate cyclase-inhibiting g protein-coupled receptor signaling pathway
ENSG00000186638,KIF24,microtubule depolymerization,cilium assembly,protein binding,centrosome,microtubule motor activity,negative regulation of cilium assembly
ENSG00000006659,LGALS14,carbohydrate binding,protein binding,nucleoplasm localization,apoptotic process regulation,nucleus,cell adhesion
ENSG00000123119,NECAB1,calcium ion binding,protein-protein interactions,amyloid precursor protein regulation,cellular signaling,tumor growth,cell survival
ENSG00000067840,PDZD4,protein binding,cell cortex localization,cytoskeletal organization,cell adhesion,cancer progression,tumor metastasis
ENSG00000141252,VPS53,retrograde transport,endosome to golgi,garp complex,membrane trafficking,vesicular transport,cytosol
ENSG00000066455,GOLGA5,golgi organization,vesicle recycling,retrograde transport,small gtpase binding,protein homodimerization activity,cancer-related dysregulation
ENSG00000152518,ZFP36L2,mrna decay activator,3'-utr au-rich region binding,mrna catabolic process,erk1/2 cascade,transforming growth factor beta signaling,cellular response to stress
ENSG00000091138,SLC26A3,chloride transmembrane transport,bicarbonate transport,intracellular ph elevation,sulfate transmembrane transport,oxalate transport,plasma membrane localization
ENSG00000107738,VSIR,immune suppression,t-cell activation inhibition,tumor necrosis factor production regulation,interferon production regulation,regulatory t cell differentiation,immunosuppressive microenvironment
ENSG00000095906,NUBP2,iron-sulfur cluster assembly,atp-dependent fes chaperone activity,protein binding,metal ion binding,cellular component organization,nucleotide binding
ENSG00000160179,ABCG1,cholesterol efflux,reverse cholesterol transport,lipoprotein remodeling,intracellular cholesterol transport,cellular response to hdl particles,lipid homeostasis
ENSG00000172164,SNTB1,dystrophin-associated glycoprotein complex,protein binding,calmodulin binding,actin binding,structural molecule activity,anchoring junction
ENSG00000166974,MAPRE2,microtubule binding,spindle assembly,focal adhesion disassembly,positive regulation of gtpase activity,cell division,regulation of microtubule polymerization or depolymerization
ENSG00000171970,ZNF57,dna-binding transcription factor activity,rna polymerase ii transcription regulatory region sequence-specific dna binding,regulation of dna-templated transcription,protein binding,transcriptional regulation,c2h2-type zinc finger domain
ENSG00000050426,LETMD1,mitochondrion organization,ribosome binding,protein binding,regulation of inflammatory response,regulation of phagocytosis,cellular component
ENSG00000176542,USF3,dna-binding transcription activator activity,rna polymerase ii-specific dna binding,negative regulation of epithelial to mesenchymal transition,protein dimerization activity,transcriptional regulation,emt modulation
ENSG00000130227,XPO7,nuclear export signal receptor activity,small gtpase binding,protein export from nucleus,nuclear transport,intracellular protein transport,cytoplasm localization
ENSG00000228250,LY6G6C,plasma membrane localization,protein binding,identical protein binding,immune evasion,cell signaling disruption,tumor development
ENSG00000167394,ZNF668,dna binding,transcriptional repression,rna polymerase ii interaction,dna repair,gene expression regulation,negative regulation of transcription
ENSG00000285206,PTPMT1,phospholipid biosynthesis,chromatin remodeling,transcriptional regulation,histone phosphatase activity,rna polymerase ii phosphatase activity,mitochondrial localization
ENSG00000173726,TOMM20,protein transmembrane transporter activity,mitochondrial import receptor subunit activity,protein targeting to mitochondrion,intracellular protein transport,mitochondrial outer membrane translocase complex,response to 3
ENSG00000113282,CLINT1,clathrin binding,endocytosis,plasma membrane localization,vesicle formation,protein binding,lipid binding
ENSG00000171360,KRT38,epithelial cell differentiation,intermediate filament organization,structural molecule activity,protein binding,cytoskeleton,cytosol localization
ENSG00000170545,SMAGP,protein binding,cell junction,plasma membrane,cytoplasmic vesicle,cell adhesion,tumor progression
ENSG00000100296,THOC5,mrna transport,rna splicing,nucleus localization,mrna processing,protein binding,cell differentiation
ENSG00000090316,MAEA,ubiquitin-protein transferase activity,proteasome-mediated ubiquitin-dependent protein catabolic process,regulation of mitotic cell cycle,actin binding,cytoskeleton organization,cell adhesion
ENSG00000144579,CTDSP1,rna polymerase ii ctd phosphatase activity,regulation of transcription,cell cycle control,chromatin remodeling,protein dephosphorylation,nucleoplasm localization
ENSG00000171604,CXXC5,methyl-cpg binding,dna-binding transcription factor,nf-kappab signaling,transcriptional regulation,precursor metabolite synthesis,cytoplasm localization
ENSG00000146670,CDCA5,mitotic chromosome condensation,mitotic sister chromatid cohesion,chromosome binding,double-strand break repair,protein-containing complex binding,cell division
ENSG00000111843,TMEM14C,heme biosynthetic process,mitochondrial transport,erythrocyte differentiation,protein binding,membrane localization,mitochondrial membrane localization
ENSG00000159251,ACTC1,actin filament organization,actin-mediated cell contraction,lamellipdium localization,mesenchymal migration,positive regulation of gene expression,actomyosin structure organization
ENSG00000124721,DNAH8,dynein intermediate chain binding,microtubule-based movement,outer dynein arm assembly,cilium movement involved in cell motility,cilium-dependent cell motility,minus-end-directed microtubule motor activity
ENSG00000130560,UBAC1,protein ubiquitination,proteasome binding,ubiquitin ligase complex,plasma membrane localization,extracellular exosome,tumor development
ENSG00000180817,PPA1,inorganic pyrophosphatase activity,nucleotide biosynthesis,phosphate metabolism,energy metabolism,cytosol localization,exosome localization
ENSG00000140931,CMTM3,cytoplasmic vesicle localization,chemotaxis,signal transduction,b cell receptor signaling pathway regulation,protein binding,membrane localization
ENSG00000288141,MRPL23,mitochondrial translation,ribosome biogenesis,structural constituent of ribosome,protein binding,rna binding,mitochondrion
ENSG00000144040,SFXN5,monoatomic ion transmembrane transporter activity,citrate transmembrane transporter activity,mitochondrial inner membrane,mitochondrial transmembrane transport,positive regulation of cold-induced thermogenesis,amino acid transport
ENSG00000128335,APOL2,lipid binding,cholesterol metabolic process,acute-phase response,high-density lipoprotein particle binding,protein binding,cytoplasm localization
ENSG00000160191,PDE9A,cgmp-specific phosphodiesterase activity,cgmp metabolic process,signal transduction,cardiac muscle hypertrophy,camp-mediated signaling,plasma membrane localization
ENSG00000109193,SULT1E1,steroid sulfotransferase activity,steroid binding,lipid metabolic process,sulfation,cytosol localization,nuclear membrane localization
ENSG00000139428,MMAB,cobalamin binding,mitochondrion localization,transferase activity,atp binding,cobalamin metabolic process,protein binding
ENSG00000141503,MINK1,histone kinase activity,jnk cascade,actin cytoskeleton organization,cell migration,signal transduction,chromatin remodeling
ENSG00000204361,NXPE2,protein binding,membrane localization,signal transduction,cellular organization,tumor development,tumor progression
ENSG00000284009,PLSCR3,phospholipid scramblase activity,apoptotic process,mitochondrial inner membrane,cardiolipin biosynthesis,regulation of apoptotic process,lipid transport
ENSG00000177854,TMEM187,transmembrane protein,transport vesicle,membrane localization,protein binding,intracellular transport,cancer-related expression alterations
ENSG00000164713,BRI3,membrane localization,protein binding,lysosomal membrane,identical protein binding,cellular component organization,none
ENSG00000213064,SFT2D2,vesicle transport,protein binding,exosome biogenesis,intercellular signaling,tumor microenvironment modulation,endomembrane system localization
ENSG00000132563,REEP2,plasma membrane localization,endoplasmic reticulum tubular network organization,protein transport into membrane raft,microtubule binding,regulation of intracellular transport,taste receptor binding
ENSG00000224470,ATXN1L,dna binding,chromatin binding,regulation of transcription by rna polymerase ii,nucleoplasm localization,rna binding,nucleus localization
ENSG00000198326,TMEM239,protein binding,membrane localization,signal transduction,tumor progression (implied),none,none
ENSG00000196338,NLGN3,synaptic vesicle endocytosis,synapse assembly,glutamate receptor signaling pathway,presynaptic membrane assembly,neuron cell-cell adhesion,cell adhesion
ENSG00000052749,RRP12,rna binding,ribosome biogenesis,rrna transcription,protein synthesis,cellular growth,nucleolar localization
ENSG00000198707,CEP290,centrosome localization,microtubule binding,protein transport regulation,ciliary transition zone assembly,kidney development,cell projection organization
ENSG00000100711,ZFYVE21,endosomal trafficking,protein binding,signal transduction,cell adhesion,cytoskeletal organization,focal adhesions
ENSG00000196116,TDRD7,pirna processing,post-transcriptional regulation,protein binding,rna binding,cytoplasm localization,p granule organization
ENSG00000143322,ABL2,protein tyrosine kinase activity,egfr signaling pathway,regulation of cell adhesion,regulation of actin cytoskeleton organization,regulation of autophagy,cell communication
ENSG00000185009,AP3M1,clathrin-coated vesicle cargo loading,lysosomal membrane,protein degradation,intracellular transport,cytoplasmic vesicle,endocytosis
ENSG00000161202,DVL3,wnt signaling,frizzled binding,beta-catenin binding,protein stabilization,regulation of actin cytoskeleton organization,positive regulation of jnk cascade
ENSG00000105176,URI1,transcriptional corepressor activity,phosphatase inhibitor activity,protein binding,rna polymerase ii complex binding,regulation of transcription by rna polymerase ii,mitochondrion localization
ENSG00000151092,NGLY1,peptide-n4-(n-acetyl-beta-glucosaminyl)asparagine amidase activity,protein folding,glycoprotein catabolic process,endoplasmic reticulum,tumorigenesis,metastasis
ENSG00000167565,SERTAD3,serta domain,nuclear localization,dna-templated transcription regulation,cell growth regulation,tumor suppression,transcriptional regulator
ENSG00000091656,ZFHX4,dna-binding transcription factor activity,dna binding,rna polymerase ii cis-regulatory region sequence-specific dna binding,regulation of dna-templated transcription,nucleus,zinc ion binding
ENSG00000277462,ZNF670,dna-binding transcription factor activity,rna polymerase ii cis-regulatory region sequence-specific dna binding,regulation of dna-templated transcription,lipid metabolic process,protein binding,nucleus localization.
ENSG00000187024,PTRH1,peptidyl-trna hydrolase activity,mitochondrion localization,ribosome rescue,protein binding,hydrolase activity,cellular stress response
ENSG00000103194,USP10,protein deubiquitination,p53 binding,autophagy regulation,nf-κb signaling modulation,dna damage response,regulation of protein stability
ENSG00000008130,NADK,nad+ kinase activity,atp metabolic process,nad metabolic process,positive regulation of insulin secretion,protein binding,cytosol localization
ENSG00000153066,TXNDC11,protein binding,endoplasmic reticulum membrane,redox regulation,protein folding,tumor growth,oncogenic transformation
ENSG00000104549,SQLE,squalene monooxygenase activity,sterol metabolic process,lipid droplet formation,regulation of cell population proliferation,cholesterol metabolic process,endoplasmic reticulum localization
ENSG00000197324,LRP10,endocytosis,lipid transport,protein binding,plasma membrane localization,low-density lipoprotein particle receptor activity,clathrin-coated pit
ENSG00000142082,SIRT3,nad+-dependent deacetylase activity,mitochondrial localization,protein deacetylation,apoptosis regulation,oxidative phosphorylation,metabolic regulation
ENSG00000182318,ZSCAN22,transcriptional regulation,dna binding,rna polymerase ii,cis-regulatory region binding,gene expression modulation,cancer implication
ENSG00000181894,ZNF329,dna binding,transcription factor activity,regulation of gene expression,cell growth,differentiation,oncogene/tumor suppressor
ENSG00000073670,ADAM11,metallopeptidase activity,integrin binding,proteolysis,ecm remodeling,cellular signaling,synaptic localization
ENSG00000132744,ACY3,aminoacylase activity,hydrolase activity,protein binding,cytoplasm localization,ester bond hydrolysis,carbon-nitrogen bond hydrolysis
ENSG00000116754,SRSF11,rna splicing,nucleic acid binding,protein binding,mrna processing,nuclear speck,nucleoplasm
ENSG00000171291,ZNF439,zinc finger protein activity,dna-binding transcription factor activity,regulation of dna-templated transcription,nucleus localization,cancer cell proliferation,transcriptional regulation
ENSG00000161847,RAVER1,nucleic acid binding,rna binding,protein binding,cytoplasm localization,nucleus localization,cancer-related gene expression dysregulation
ENSG00000175329,ISX,dna-binding transcription factor activity,rna polymerase ii-specific,sequence-specific double-stranded dna binding,chromatin,regulation of dna-templated transcription,transcriptional regulation
ENSG00000288210,ASF1B,nucleosome assembly,chromatin organization,histone chaperone activity,cell differentiation,dna replication-dependent chromatin assembly,protein binding
ENSG00000186564,FOXD2,dna-binding transcription factor activity,rna polymerase ii cis-regulatory region sequence-specific dna binding,regulation of dna-templated transcription,cell differentiation,anatomical structure morphogenesis,positive regulation of transcription by rna polymerase ii
ENSG00000138311,ZNF365,dna strand resection,double-strand break repair via homologous recombination,mitotic cytokinesis,neuron projection development,dendrite arborization,telomere maintenance
ENSG00000072864,NDE1,microtubule binding,spindle organization,chromosome segregation,centrosome localization,cell division,mitosis
ENSG00000170374,SP7,transcription factor activity,dna-binding,rna polymerase ii regulation,stem cell differentiation,gene expression,tumorigenesis
ENSG00000164488,DACT2,wnt/beta-catenin pathway inhibition,cell adhesion regulation,epithelial morphogenesis,protein kinase binding,transcription factor binding,nodal signaling regulation
ENSG00000253548,PYDC2,nlrp3 inflammasome complex assembly,nf-κb signaling,tumor necrosis factor signaling,negative regulation of inflammation,protein binding,nucleoplasm localization
ENSG00000148688,RPP30,ribonuclease p activity,trna 5'-leader removal,trna processing,rrna processing,nucleolar ribonuclease p complex,nucleoplasm
ENSG00000136986,DERL1,er-associated degradation (erad),protein ubiquitination,endoplasmic reticulum (er) localization,ubiquitin-specific protease binding,cellular response to stress,signal recognition particle binding
ENSG00000101463,SYNDIG1,synaptic vesicle clustering,glutamate receptor binding,protein binding,regulation of synapse assembly,postsynaptic density formation,intracellular protein transport
ENSG00000167693,NXN,oxidoreductase activity,protein-disulfide reductase (nad(p)h) activity,wnt signaling pathway regulation,negative regulation of protein ubiquitination,nucleus localization,cytosol localization
ENSG00000112290,WASF1,actin cytoskeleton organization,lamellipodium morphogenesis,rac protein signal transduction,arp2/3 complex binding,cell migration,tumor invasion
ENSG00000146830,GIGYF1,protein binding,insulin-like growth factor receptor signaling pathway,cytosol localization,complex formation,none,none
ENSG00000105771,SMG9,nonsense-mediated mrna decay,protein binding,mrna catabolic process,premature termination codon,tumor suppressor activity,none
ENSG00000242616,GNG10,gtpase activity,g protein-coupled receptor signaling pathway,protein binding,plasma membrane localization,signal transduction,heterotrimeric g-protein complex
ENSG00000139133,ALG10,protein glycosylation,n-linked glycosylation,endoplasmic reticulum,glycosyltransferase activity,dolichol-linked oligosaccharide biosynthetic process,cancer progression
ENSG00000196422,PPP1R26,protein phosphatase inhibitor activity,protein binding,nucleolus localization,cell cycle regulation,dna repair,rna processing
ENSG00000177239,MAN1B1,alpha-mannosidase activity,glycoprotein metabolic process,protein glycosylation,membrane localization,carbohydrate metabolic process,hydrolase activity
ENSG00000206395,DDAH2,dimethylargininase activity,nitric oxide biosynthetic process,apoptosis regulation,citrulline metabolic process,mitochondrion localization,extracellular exosome localization
ENSG00000143570,SLC39A1,zinc ion transmembrane transporter activity,plasma membrane localization,protein binding,metal ion transport,embryonic cranial skeleton morphogenesis,signaling receptor binding
ENSG00000100209,HSCB,atpase activator activity,protein binding,iron-sulfur cluster assembly,primitive erythrocyte differentiation,protein complex oligomerization,[2fe-2s] cluster assembly
ENSG00000067646,ZFY,dna-binding transcription factor activity,zinc finger,positive regulation of transcription by rna polymerase ii,rna polymerase ii cis-regulatory region sequence-specific dna binding,chromatin,nucleus
ENSG00000149474,KAT14,histone acetyltransferase activity,chromatin remodeling,regulation of transcription,cell cycle regulation,embryonic development,nucleus localization
ENSG00000257218,GATC,glutaminyl-trna synthase (glutamine-hydrolyzing) activity,mitochondrion,translation,protein binding,regulation of translational fidelity,glutaminyl-trnagln biosynthesis via transamidation
ENSG00000130348,QRSL1,mitochondrial translation,protein stability regulation,glutaminyl-trna synthase activity,atp binding,protein binding,translation
ENSG00000242515,UGT1A10,glucuronosyltransferase activity,xenobiotic metabolic process,lipid metabolic process,toxin catabolic process,endoplasmic reticulum localization,protein heterodimerization activity
ENSG00000167165,UGT1A6,udp-glucuronosyltransferase activity,xenobiotic metabolic process,cellular glucuronidation,endoplasmic reticulum localization,drug metabolism,signal transduction modulation
ENSG00000196659,TTC30B,cell cycle regulation,dna replication,tumor growth,cancer progression,gene expression changes,kirc
ENSG00000111906,HDDC2,5'-deoxynucleotidase activity,hydrolase activity,metal ion binding,protein binding,dna repair,nucleotide metabolism
ENSG00000184575,XPOT,trna export from nucleus,nucleocytoplasmic transport,small gtpase binding,protein binding,macromolecule localization,trna re-export from nucleus
ENSG00000123106,CCDC91,coiled-coil domain-containing protein,golgi vesicle transport,protein transport,golgi to lysosome transport,cellular compartmentalization,intracellular trafficking
ENSG00000170454,KRT75,keratin filament,intermediate filament organization,structural molecule activity,epithelial cell differentiation,tumorigenesis,extracellular exosome
ENSG00000156928,MALSU1,mitochondrial ribosome biogenesis,ribosomal large subunit binding,mitochondrial translation,negative regulation of translation,mitochondrial matrix localization,cytosol localization
ENSG00000146416,AIG1,long-chain fatty acid catabolic process,hydrolase activity,lipid metabolic process,plasma membrane localization,protein binding,endomembrane system localization
ENSG00000125629,INSIG2,cholesterol metabolism regulation,sterol binding,srebp signaling pathway,endoplasmic reticulum localization,cellular response to insulin stimulus,negative regulation of cholesterol biosynthesis
ENSG00000170465,KRT6C,intermediate filament organization,keratinization,cytoskeleton organization,epithelial cell differentiation,cell adhesion,tumor invasion
ENSG00000079102,RUNX1T1,transcriptional corepressor activity,dna binding,protein binding,regulation of dna-templated transcription,negative regulation of gene expression,nucleoplasm localization
ENSG00000185567,AHNAK2,protein binding,regulation of rna splicing,nucleus localization,plasma membrane localization,cytoplasm localization,sarcolemma localization
ENSG00000189114,BLOC1S3,positive regulation of natural killer cell activation,lysosome-related organelles biogenesis,protein transmembrane transport,platelet dense granule organization,anterograde axonal transport,endosome to melanosome transport
ENSG00000197191,CYSRT1,protein binding,extracellular exosome,cornified envelope,skin barrier establishment,interaction with symbiont,none
ENSG00000150457,LATS2,hippo signaling,histone kinase activity,canonical wnt signaling pathway regulation,cell proliferation,chromatin remodeling,organ growth regulation
ENSG00000198088,NUP62CL,nucleoporin nsp1-like c-terminal domain-containing protein,structural constituent of nuclear pore,protein binding,nucleocytoplasmic transport,nuclear envelope,nuclear pore
ENSG00000107438,PDLIM1,actin binding,cadherin binding,cell-cell adhesion,transcription coactivator activity,stress fiber assembly,focal adhesion
ENSG00000008056,SYN1,synaptic vesicle clustering,calcium-dependent protein binding,actin binding,cytoskeletal protein-membrane anchor activity,regulation of neurotransmitter secretion,golgi apparatus localization
ENSG00000178397,FAM220A,stat family protein binding,protein binding,negative regulation of transcription by rna polymerase ii,cytoplasm localization,nucleus localization,acrosomal vesicle localization
ENSG00000148773,MKI67,cell population proliferation,chromatin organization,chromosome segregation,mitotic nuclear division,rna binding,protein binding
ENSG00000280610,KIF15,microtubule binding,cytoskeletal motor activity,atp hydrolysis activity,mitotic cell cycle,centrosome separation,plus-end-directed microtubule motor activity
ENSG00000115561,CHMP3,multivesicular body assembly,autophagy,exosome secretion,endosome transport via multivesicular body sorting pathway,ubiquitin-dependent protein catabolic process,escrt iii complex
ENSG00000171045,TSNARE1,vesicle-mediated transport,vesicle fusion,intracellular protein transport,snare binding,membrane,protein binding
ENSG00000175115,PACS1,protein localization to plasma membrane,protein binding,transmembrane transporter binding,copi-coated vesicle,golgi apparatus,lymphocyte homeostasis
ENSG00000197081,IGF2R,insulin-like growth factor binding,receptor-mediated endocytosis,insulin-like growth factor receptor activity,signal transduction,apoptosis regulation,lysosomal transport
ENSG00000203985,LDLRAD1,low-density lipoprotein receptor class a domain,protein binding,membrane localization,lipid metabolism,cell adhesion,tumor microenvironment interaction
ENSG00000102870,ZNF629,dna binding,rna polymerase ii-specific,transcriptional regulation,positive regulation of transcription by rna polymerase ii,nucleus localization,zinc finger motif
ENSG00000024048,UBR2,ubiquitin protein ligase activity,protein k63-linked ubiquitination,transposable element silencing,positive regulation of t cell receptor signaling pathway,chromatin remodeling,protein degradation
