IL20RB,cytokine receptor activity,interleukin-20 binding,protein binding,positive regulation of interleukin-10 production,t cell homeostasis,immune response-inhibiting signal transduction
ISCA2,iron-sulfur cluster binding,protein maturation by [4fe-4s] cluster transfer,mitochondrion,metabolic reprogramming,oxidative stress tolerance,genomic stability
ASPH,collagen biosynthesis,protein stability regulation,cell population proliferation,proteolysis,endoplasmic reticulum localization,plasma membrane localizatio
SPTLC2,sphingolipid biosynthetic process,serine c-palmitoyltransferase activity,positive regulation of lipophagy,protein binding,cell proliferation,apoptosis.
AGTR2,angiotensin type ii receptor activity,g protein-coupled receptor activity,positive regulation of dna-templated transcription,negative regulation of cell growth,vasodilation,regulation of apoptotic process
TLR8,rna binding,pattern recognition receptor activity,toll-like receptor signaling pathway,positive regulation of interferon production,inflammatory response,endosome membrane localization
NR1H3,cholesterol binding,lipid metabolic process,positive regulation of dna-templated transcription,transcription cis-regulatory region binding,intracellular receptor signaling pathway,negative regulation of macrophage activation
LPL,lipoprotein lipase activity,triglyceride metabolic process,cholesterol homeostasis,response to glucose,positive regulation of interleukin-6 production,positive regulation of inflammatory respons
RXFP1,g protein-coupled peptide receptor activity,hormone binding,g protein-coupled receptor activity,adenylate cyclase-modulating g protein-coupled receptor signaling pathway,myofibroblast differentiation,extracellular matrix organizatio
IGF2R,insulin-like growth factor receptor activity,insulin-like growth factor binding,post-embryonic development,receptor-mediated endocytosis,g protein-coupled receptor signaling pathway,regulation of apoptotic proces
IL36RN,interleukin-1 receptor binding,protein binding,cytokine activity,interleukin-1 receptor antagonist activity,negative regulation of interleukin-17 production,inflammatory respons
GRIN1,glutamate binding,calcium channel activity,ionotropic glutamate receptor signaling pathway,protein-containing complex,excitatory postsynaptic potential,synaptic plasticity
DSG1,cell-cell adhesion,protein binding,calcium ion binding,desmosome,response to progesterone,homophilic cell adhesion
KIF3A,microtubule-based movement,organelle organization,protein transport,centriole-centriole cohesion,cilia assembly,centrosome amplification
YY1,dna damage response,telomere maintenance,transcriptional regulation,dna-binding,chromatin binding,cellular differentiatio
PKM,pyruvate kinase activity,positive regulation of cytoplasmic translation,canonical glycolysis,cellular response to insulin stimulus,programmed cell death,atp binding
SRSF11,rna binding,protein binding,rna splicing,mrna processing,nucleus localization,nuclear speck
FLCN,flcn interaction,tor signaling pathway,pi3k/akt pathway,autophagy regulation,cell proliferation inhibition,tumor suppressor function
SLC25A4,mitochondrial atp transmembrane transport,adp transport,adenine transmembrane transporter activity,protein binding,regulation of mitochondrial membrane permeability,positive regulation of mitophag
RAB3IP,rab3a interacting protein activity,protein binding,gtpase binding,guanyl-nucleotide exchange factor activity,cilium assembly,filopodium assembly regulation
DLC1,rho gtpase activator activity,negative regulation of cell migration,negative regulation of focal adhesion assembly,regulation of apoptosis,actin cytoskeleton organization,membrane raft localization
LLGL2,epithelial cell polarity establishment or maintenance,cell division,cortical actin cytoskeleton organization,myosin ii binding,gtpase activator activity,protein binding
RIMS2,synaptic vesicle docking,regulation of membrane potential,calcium-ion regulated exocytosis,presynaptic active zone,protein binding,small gtpase binding
ADAMTS5,zinc ion binding,extracellular matrix binding,peptidase activity,metallopeptidase activity,endopeptidase activity,protein binding
GPIHBP1,lipoprotein lipase activator activity,lipid binding,triglyceride catabolic process,positive regulation of lipoprotein lipase activity,protein import,transcytosis
LIPT2,lipoyl(octanoyl) transferase activity,acyltransferase activity,protein modification process,mitochondrial matrix localization,positive regulation of oxygen metabolic process,protein lipoylation
KLHL2,protein ubiquitination,proteasome-mediated ubiquitin-dependent protein catabolic process,actin binding,ubiquitin-like ligase-substrate adaptor activity,cell projection,cytoskeleton
UBE2J2,protein polyubiquitination,k6-linked ubiquitination,erad pathway,protein degradation,response to unfolded protein,ubiquitin conjugating enzyme activity
COX7B,mitochondrial electron transport,cytochrome-c oxidase activity,oxidative phosphorylation,protein binding,central nervous system development,mitochondrion
PLEKHA7,ph domain-containing protein,delta-catenin binding,protein binding,adherens junction,zonula adherens maintenance,epithelial cell-cell adhesio
MSRA,peptide-methionine (s)-s-oxide reductase activity,methionine metabolic process,response to oxidative stress,protein modification process,mitochondrion,nucleu
PPP1R12B,protein phosphatase regulator activity,enzyme inhibitor activity,cytoskeleton,signal transduction,regulation of muscle contraction,cell growth
FBLN5,protein binding,integrin binding,extracellular matrix constituent conferring elasticity,cell-matrix adhesion,regulation of superoxide radicals,secretion
PDIA4,protein disulfide isomerase activity,endoplasmic reticulum lumen,chaperone-mediated protein folding,response to endoplasmic reticulum stress,protein secretion,cancer cell survival
PACSIN1,phospholipid binding,cytoskeletal protein binding,regulation of endocytosis,protein localization to membrane,actin filament organization,synaptic vesicle endocytosis
B9D1,cilium assembly,smoothened signaling pathway,hedgehog receptor activity,protein binding,cell projection organization,vasculature development
PTPRF,protein tyrosine phosphatase activity,neuron projection regeneration,cell migration,chromatin remodeling,metal-dependent,signal transduction
SNUPN,rna cap binding,protein complex oligomerization,cytoskeleton organization,protein import into nucleus,snrna import into nucleus,plasma membrane localizatio
CIT,histone kinase activity,mitotic cytokinesis,regulation of actin cytoskeleton organization,cell division,hippo signaling pathway,chromatin remodeling
RNF8,histone ubiquitination,double-strand break repair,chromatin organization,dna damage response,protein k63-linked ubiquitination,nucleus localization
GP5,protein binding,blood coagulation,positive regulation of platelet activation,platelet activation,cell adhesion,megakaryocyte developmen
CXCL5,chemokine activity,chemotaxis,inflammatory response,positive regulation of cell population proliferation,cytokine activity,signal transduction
DEPTOR,deptor protein binding,mtor signaling,negative regulation of cell growth,autophagy regulation,apoptosis regulation,lysosomal localization
TRIM21,e3 ubiquitin-protein ligase activity,ubiquitin protein ligase activity,protein k48-linked ubiquitination,innate immune response,viral defense mechanisms,autophagy regulation
CACNA2D2,voltage-gated calcium channel activity,calcium ion transmembrane transport,regulation of neurotransmitter receptor localization to postsynaptic specialization membrane,muscle cell development,organ growth,positive regulation of organ growt
RAB2A,gtp binding,gtpase activity,protein transport,vesicle-mediated transport,macroautophagy,endoplasmic reticulum to golgi vesicle-mediated transport
CHGB,secretogranin-1,signal transduction,protein binding,extracellular space localization,hormone activity,tumor microenvironment
HRG,heparan sulfate proteoglycan binding,immunoglobulin binding,cysteine-type endopeptidase inhibitor activity,negative regulation of angiogenesis,platelet activation,regulation of cell population proliferation
RXRG,dna-binding transcription factor activity,nuclear receptor activity,steroid hormone receptor signaling pathway,cell differentiation,nervous system development,positive regulation of transcription by rna polymerase ii
THBS1,blood vessel endothelial cell migration,angiogenesis,tumor necrosis factor production,fibroblast growth factor receptor signaling pathway,immune response,inflammation
LAMB2,laminin complex,ecm structural constituent,cell adhesion,axon guidance,basement membrane,cell migration
RYR1,ryanodine-sensitive calcium-release channel activity,calcium ion transmembrane transport,cellular response to caffeine,muscle contraction,calcium-mediated signaling,plasma membrane localization
YWHAE,protein binding,phosphorylated protein binding,scaffold protein binding,signal transduction,calcium channel regulator activity,hippo signaling pathway
APOC1,lipoprotein particle remodeling,very-low-density lipoprotein particle assembly,cholesterol metabolic process,lipid transport,phospholipid efflux,negative regulation of lipoprotein lipase activity
NOD2,peptidoglycan binding,pattern recognition receptor activity,mapk cascade,jnk cascade,nf-κb transcription factor activity,cytokine production
HDAC5,histone deacetylase activity,transcriptional repression,chromatin remodeling,cell differentiation,nucleus localization,cancer developmen
CACNG2,voltage-gated calcium channel activity,ionotropic glutamate receptor binding,regulation of synaptic transmission,membrane potential regulation,neurotransmitter receptor trafficking,calcium ion transmembrane transport
ARL3,gtp binding,gtpase activity,protein binding,microtubule binding,cilium assembly,cell division
COL26A1,collagen type xxvi trimer,extracellular matrix,collagen-containing extracellular matrix,positive regulation of cell-substrate adhesion,cell-substrate adhesion,endoplasmic reticulum lumen
SH3GL3,bar domain,synaptic vesicle uncoating,clathrin-dependent endocytosis,signal transduction,neuron differentiation,membrane curvature
PRMT1,histone h3r8 methyltransferase activity,protein-arginine omega-n asymmetric methyltransferase activity,dna damage response,protein-arginine n-methyltransferase activity,chromatin remodeling,positive regulation of double-strand break repair via homologous recombination
SUV39H1,histone h3k9 trimethyltransferase activity,chromatin organization,negative regulation of dna-templated transcription,rdna heterochromatin formation,cellular response to hypoxia,regulation of transcription by glucose
GPHA2,hormone activity,thyrotropin-releasing hormone receptor binding,protein heterodimerization activity,protein binding,cell surface receptor signaling pathway,adenylate cyclase-activating g protein-coupled receptor signaling pathway
DNM2,gtp binding,gtpase activity,membrane scission,microtubule binding,autophagy,endocytosis
LIAS,lipoate synthase activity,transferase activity,mitochondrion,lipoate biosynthetic process,4 iron,4 sulfur cluster binding
TBC1D4,gtpase activator activity,negative regulation of vesicle fusion,vesicle-mediated transport,cellular response to insulin stimulus,cytoplasm localization,golgi apparatus localization
FBXW11,protein polyubiquitination,proteasome-mediated ubiquitin-dependent protein catabolic process,positive regulation of proteolysis,microtubule organizing center organization,establishment of mitotic spindle orientation,retrograde axonal transport
CARM1,histone h3r8 methyltransferase activity,methyltransferase activity,dna-binding transcription factor binding,positive regulation of cell population proliferation,chromatin remodeling,protein-arginine omega-n asymmetric methyltransferase activity
PHAX,mrna cap binding,protein binding,rna stabilization,snrna export from nucleus,cytoplasm localization,nucleus localization
MKS1,cilium assembly,smoothened signaling pathway regulation,developmental processes,tissue patterning,organogenesis,cell proliferation
UBE4B,protein polyubiquitination,ubiquitin-dependent protein catabolic process,protein ubiquitination,granzyme-mediated apoptotic signaling pathway,proteasome-mediated ubiquitin-dependent protein catabolic process,response to uv
PDE6H,3',5'-cyclic-gmp phosphodiesterase activity,egfr signaling pathway,mapk cascade,positive regulation,hydrolase activity
SERPINA1,serine-type endopeptidase inhibitor activity,protease binding,protein binding,blood coagulation,acute-phase response,extracellular space localizatio
CD44,hyaluronic acid binding,cytokine receptor activity,cell-cell adhesion,cell migration,erk1 and erk2 cascade,apoptosis regulation
MYL10,protein binding,calcium ion binding,cytoplasm localization,cytosol localization,mitochondrion localization,none
NPB,g protein-coupled receptor binding,protein binding,feeding behavior,neuropeptide signaling pathway,g protein-coupled receptor signaling pathway,extracellular region
NOS2,nitric-oxide synthase activity,arginine catabolic process,positive regulation of interleukin-6 production,regulation of cytokine production involved in inflammatory response,cellular response to lipopolysaccharide,inflammatory response
MYH8,myosin phosphatase activity,actin filament binding,atp hydrolysis activity,cytoskeletal motor activity,calmodulin binding,microfilament motor activity
DGAT2,diacylglycerol o-acyltransferase activity,triglyceride biosynthetic process,lipid storage,fatty acid homeostasis,intracellular triglyceride homeostasis,cholesterol homeostasis
SERPINH1,serine-type endopeptidase inhibitor activity,collagen binding,unfolded protein binding,protein binding,response to unfolded protein,collagen fibril organization
MYL5,calcium ion binding,muscle myosin complex,regulation of muscle contraction,cytosol,structural constituent of muscle,myosin complex
PAPPA,metalloendopeptidase activity,protein binding,zinc ion binding,cell surface receptor signaling pathway,extracellular space localization,proteolysis
PLXNA3,semaphorin receptor activity,axon guidance,neuron projection extension,protein binding,regulation of cell migration,tumor invasion and metastasis
SCG2,chemoattractant activity,protein binding,angiogenesis,positive regulation of endothelial cell proliferation,negative regulation of endothelial cell apoptotic process,inflammatory respons
EDAR,canonical nf-κb signal transduction,positive regulation of gene expression,inflammation,cell differentiation,apoptosis,signaling receptor activity
RAD51B,homologous recombination,double-strand break repair,dna binding,atp hydrolysis activity,four-way junction dna binding,positive regulation of cell population proliferation
RAB6A,retrograde vesicle-mediated transport,gtp binding,golgi apparatus,protein transport,intracellular protein transport,endoplasmic reticulum membrane
NFKBIE,cytoplasmic sequestering of transcription factor,protein binding,d-serine transmembrane transport,perinuclear region of cytoplasm,cytosol,negative regulation of nf-κb signaling pathway
NPS,neuropeptide signaling pathway,positive regulation of synaptic transmission,wakefulness,glutamatergic,gabaergic,visual learning
STXBP2,syntaxin-1 binding,syntaxin-3 binding,vesicle-mediated transport,protein transport,exocytosis,regulation of mast cell degranulation
SPTA1,actin filament binding,actin filament organization,plasma membrane organization,cell shape,metastasis,structural constituent of cytoskeleton
SGIP1,clathrin-dependent endocytosis,receptor-mediated endocytosis,ap-2 adaptor complex,synaptic vesicle endocytosis,plasma membrane localization,phospholipid binding
SFTPA1,carbohydrate binding,protein binding,lipid transporter activity,opsonization,immunomodulation,tumor microenvironment interactions
SNAPC5,rna polymerase ii general transcription initiation factor activity,rna polymerase iii general transcription initiation factor activity,snrna transcription by rna polymerase ii,protein binding,transcription initiation at rna polymerase iii promoter,nucleoplasm
APOBEC1,cytidine deaminase activity,mrna 3'-utr au-rich region binding,rna binding,dna demethylation,cell population proliferation regulation,chromosomal cpg island demethylation
GPHB5,hormone activity,signaling receptor binding,protein heterodimerization activity,thyrotropin-releasing hormone receptor binding,g protein-coupled receptor signaling pathway,regulation of thyroid hormone receptor signaling pathway
MTIF3,mitochondrial translation initiation,ribosome binding,translational initiation factor activity,translation,protein synthesis,mitochondrion
SNX9,receptor-mediated endocytosis,actin filament polymerization,endosomal transport,protein trafficking,clathrin-coated pit,plasma membrane tubulation
TOLLIP,toll-like receptor binding,ubiquitin conjugating enzyme binding,protein sumoylation,endosome,innate immune response,inflammatory response
SCT,hormone activity,g protein-coupled receptor binding,digestive hormone activity,response to nutrient levels,positive regulation of lipid catabolic process,pancreatic juice secretion
SH3GL2,lipid binding,protein binding,signal transduction,synaptic vesicle uncoating,neuron projection development,endocytosi
DUSP7,map kinase serine/threonine phosphatase activity,negative regulation of map kinase activity,peptidyl-tyrosine dephosphorylation,erk1 and erk2 cascade,chromatin remodeling,protein tyrosine phosphatase activity
CIITA,mhc class ii biosynthetic process,immune response,positive regulation of transcription by rna polymerase ii,dna-dependent protein kinase activity,cellular response to type ii interferon,transcription coactivator activity
MGRN1,ubiquitin-protein transferase activity,protein binding,negative regulation of g protein-coupled receptor signaling pathway,smoothened signaling pathway,protein ubiquitination,endosome to lysosome transport
IL17RB,cytokine receptor activity,interleukin-17 receptor activity,regulation of cell growth,defense response,cytokine-mediated signaling pathway,membrane
POLB,dna damage response,dna repair,base-excision repair,dna replication,double-strand break repair via nonhomologous end joining,dna binding
ARFRP1,gtp binding,gtpase activity,protein binding,retrograde transport,intracellular protein transport,signal transduction
CAMK4,calcium-dependent protein serine/threonine kinase activity,protein serine/threonine kinase activity,regulation of osteoclast differentiation,inflammatory response,positive regulation of myeloid dendritic cell cytokine production,adaptive immune response
A2M,protease inhibitor activity,growth factor binding,complement activation regulation,stem cell differentiation,acute inflammatory response,tumor microenvironment modulation
SERPINB4,serine-type endopeptidase inhibitor activity,protease binding,regulation of proteolysis,protection from natural killer cell mediated cytotoxicity,extracellular space localization,negative regulation of peptidase activity
TICAM2,trif-dependent signaling pathway,tram-dependent toll-like receptor 4 signaling pathway,toll-like receptor 4 signaling pathway,positive regulation of type i interferon production,inflammatory response,protein binding
CSH2,growth hormone receptor binding,positive regulation of receptor signaling pathway via jak-stat,growth factor activity,hormone activity,response to nutrient levels,animal organ development
MYL6B,cytoskeletal motor activity,calcium ion binding,protein binding,muscle filament sliding,muscle contraction,cellular migratio
VAPB,er organization,calcium ion homeostasis,protein trafficking,copii-coated vesicle budding,synaptic function,lipid metabolism
ISCA1,iron-sulfur cluster binding,protein maturation by iron-sulfur cluster transfer,mitochondrion,cytoplasm,metal ion binding,oxidative stress response
FBXL5,protein ubiquitination,scf-dependent proteasomal ubiquitin-dependent protein catabolic process,positive regulation of protein catabolic process,ubiquitin-protein transferase activity,iron ion binding,inorganic ion homeostasis
CBX4,chromatin binding,transcription corepressor activity,methylated histone binding,negative regulation of transcription by rna polymerase ii,protein sumoylation,prc1 comple
NF2,hippo signaling pathway,actin binding,protein localization to nucleus,regulation of cell proliferation,cytoskeletal organization,tumor suppressor function
SOCS1,negative regulation of receptor signaling pathway via jak-stat,cytokine receptor binding,protein kinase binding,regulation of protein phosphorylation,negative regulation of tyrosine phosphorylation of stat protein,cytokine-mediated signaling pathway
ATF2,mapk cascade,dna binding,histone acetyltransferase activity,camp response element binding,positive regulation of gene expression,chromatin binding
LCAT,phosphatidylcholine-sterol o-acyltransferase activity,cholesterol homeostasis,high-density lipoprotein particle remodeling,reverse cholesterol transport,lipid metabolic process,extracellular space
SH2B2,sh2 domain binding,signaling adaptor activity,cytokine-mediated signaling pathway,insulin receptor signaling pathway,actin cytoskeleton organization,regulation of ras protein signal transductio
PRR5,protein binding,positive regulation of phosphatidylinositol 3-kinase/protein kinase b signal transduction,torc2 signaling,positive regulation of cell growth,negative regulation of apoptotic process,cytoskeleton organization
OPRK1,dynorphin receptor activity,g protein-coupled receptor activity,adenylate cyclase-inhibiting opioid receptor signaling pathway,response to cocaine,neuropeptide signaling pathway,positive regulation of eating behavior
RLN2,hormone activity,signal transduction,positive regulation of gene expression,positive regulation of angiogenesis,regulation of catalytic activity,extracellular region localization
SERPINA10,serine-type endopeptidase inhibitor activity,heparin binding,protein binding,blood coagulation,liver regeneration,extracellular space localization
ANK3,cell adhesion,cytoskeletal organization,plasma membrane localization,protein binding,neuron development,signal transduction
DNAJC7,protein folding,chaperone cofactor-dependent protein refolding,atpase activator activity,protein binding,cell cycle regulation,apoptosis evasion
GCC2,small gtpase binding,identical protein binding,protein binding,retrograde transport,golgi to plasma membrane protein transport,microtubule organizing center organization
SERPINB3,cysteine-type endopeptidase inhibitor activity,serine-type endopeptidase inhibitor activity,positive regulation of cell population proliferation,positive regulation of cell migration,epithelial to mesenchymal transition,extracellular space localizatio
BAG5,protein kinase binding,ubiquitin protein ligase binding,protein-folding chaperone binding,protein stabilization,negative regulation of apoptosis,mitochondrion localization
MYBPC3,actin binding,myosin heavy chain binding,protein binding,titin binding,regulation of striated muscle contraction,sarcomere organizatio
SEMA3C,semaphorin receptor binding,chemorepellent activity,cell migration,axon guidance,neuropilin binding,angiogenesis inhibition
TRHR,thyrotropin-releasing hormone receptor activity,g protein-coupled receptor activity,protein binding,g protein-coupled receptor signaling pathway,phospholipase c-activating g protein-coupled receptor signaling pathway,plasma membrane localizatio
CSH1,growth hormone receptor binding,growth factor activity,signal transduction,positive regulation of receptor signaling pathway via jak-stat,animal organ development,extracellular space
PENK,opioid receptor binding,neuropeptide activity,stress response,pain perception,immune modulation,tumor microenvironment interaction
LMNB1,nuclear envelope organization,heterochromatin formation,structural constituent of nuclear lamina,protein binding,double-stranded dna binding,sequence-specific double-stranded dna binding
BOC,protein binding,cell-cell adhesion,axon guidance,neuron differentiation,nervous system development,plasma membrane localizatio
PPP1R12A,protein phosphatase regulator activity,centrosome cycle,focal adhesion,signal transduction,regulation of protein phosphorylation,cellular response to xenobiotic stimulus
ARHGEF2,rho guanine nucleotide exchange factor activity,actin filament organization,regulation of cell population proliferation,cell migration,positive regulation of transcription by rna polymerase ii,immune response regulation
PTCH2,hedgehog family protein binding,smoothened binding,hedgehog receptor activity,regulation of cell growth,negative regulation of smoothened signaling pathway,epidermis development
CHM,rab proteins geranylgeranyltransferase activity,gtpase activator activity,protein targeting to membrane,vesicle-mediated transport,intracellular protein transport,small gtpase-mediated signal transduction
NKD2,wnt signaling pathway,ubiquitin protein ligase binding,protein localization to plasma membrane,positive regulation of protein processing,exocytosis,negative regulation of canonical wnt signaling pathwa
TRH,hormone activity,thyrotropin-releasing hormone activity,protein binding,positive regulation of insulin secretion,hormone-mediated signaling pathway,cell-cell signalin
GNRH2,hormone activity,gonadotropin-releasing hormone activity,gonadotropin-releasing hormone receptor binding,signal transduction,extracellular space,extracellular regio
PFN2,actin monomer binding,actin binding,positive regulation of actin filament polymerization,synaptic vesicle exocytosis,presynaptic actin cytoskeleton organization,protein stabilization
CEP89,centrosome organization,mitosis,cilium assembly,mitochondrion organization,protein binding,cell projection organization
WIPI2,wd repeat domain phosphoinositide-interacting protein 2,autophagy of mitochondrion,autophagosome maturation,phosphatidylinositol-3-phosphate binding,protein binding,phagophore assembly site
RNF135,ubiquitin-protein transferase activity,rig-i binding,protein k63-linked ubiquitination,innate immune response,antiviral innate immune response,cytoplasm localization
HSPH1,atp-dependent protein folding chaperone,protein binding,alpha-tubulin binding,positive regulation of nk t cell activation,response to unfolded protein,chaperone cofactor-dependent protein refolding
ITGA3,integrin-mediated signaling pathway,rho protein signal transduction,collagen binding,cell adhesion mediated by integrin,regulation of bmp signaling pathway,positive regulation of gene expressio
SRPK1,histone kinase activity,rna binding,protein phosphorylation,mrna processing,chromatin remodeling,intracellular signal transduction
FFAR4,lipid binding,fatty acid binding,g protein-coupled receptor activity,fat cell differentiation,regulation of inflammatory response,positive regulation of glucose transmembrane transpor
RAD9B,dna damage checkpoint signaling,mitotic intra-s dna damage checkpoint signaling,cellular response to ionizing radiation,dna repair,nucleus localization,protein binding
SPP1,extracellular matrix binding,cytokine activity,integrin binding,cell adhesion,protein binding,signal transduction
DAB2IP,protein phosphatase 2a binding,vascular endothelial growth factor receptor 2 binding,negative regulation of epithelial cell proliferation,apoptosis regulation,map kinase activity modulation,protein catabolic process regulation
MAPT,microtubule binding,protein-binding,axon,cytoskeleton,neuron projection development,amyloid fibril formatio
EPN1,endocytosis,clathrin binding,notch signaling pathway,angiogenesis,protein binding,phospholipid binding
KLRG1,carbohydrate binding,signaling receptor activity,inflammatory response,innate immune response,cellular defense response,exhausted t cell marke
GUCA1B,calcium ion binding,guanylyl cyclase activating protein activity,photoreceptor disc membrane localization,regulation of signal transduction,visual perception,cell-cell signaling
FFAR1,lipid binding,g protein-coupled receptor activity,insulin secretion,glucose homeostasis,interleukin-1 beta production regulation,calcium ion transpor
PTH2,protein binding,neuropeptide signaling pathway,extracellular region,hormone secretion,metabolism,tumor microenvironment
PDK1,protein kinase activity,pyruvate dehydrogenase (acetyl-transferring) kinase activity,protein binding,atp binding,regulation of glucose metabolic process,hypoxia-inducible factor-1alpha signaling pathway
PTPN7,protein-tyrosine phosphatase activity,histone h2axy142 phosphatase activity,chromatin remodeling,metal-dependent phosphatase activity,microtubule cytoskeleton organization,mitosis
KDM4A,histone h3k9me2/h3k9me3 demethylase activity,histone h3k36 demethylase activity,chromatin remodeling,regulation of gene expression,dna replication,cellular differentiation
TNFSF8,tnf receptor binding,cytokine activity,positive regulation of transcription by rna polymerase ii,t cell proliferation,cell communication,immune response
TNFRSF8,trail binding,apoptosis induction,transmembrane signaling receptor activity,positive regulation of tumor necrosis factor production,negative regulation of cell population proliferation,plasma membrane localization
PROZ,vitamin k-dependent protein z,protein binding,calcium ion binding,serine-type endopeptidase activity,blood coagulation,proteolysis
NR1H2,cholesterol homeostasis,fatty acid synthesis,lipoprotein lipase activity,inflammation,immune response modulation,lipid metabolism
MAPRE1,microtubule binding,spindle assembly,cell division,protein localization to mitotic spindle,regulation of microtubule polymerization or depolymerization,protein localization to astral microtubule
SYS1,protein localization to golgi apparatus,protein transport,golgi to plasma membrane protein transport,golgi to endosome transport,protein binding,cytosol
CAMKK2,calcium/calmodulin-dependent protein kinase activity,camkk-ampk signaling cascade,regulation of protein phosphorylation,protein kinase activity,cellular response to reactive oxygen species,positive regulation of autophagy of mitochondrion
CBX8,chromatin binding,ubiquitin-protein transferase activator activity,positive regulation of cell population proliferation,positive regulation of dna repair,chromatin organization,protein binding
ULK2,autophagy initiation,histone kinase activity,protein serine/threonine kinase activity,signal transduction,autophagosome assembly,tumor cell survival
AIM2,pattern recognition receptor activity,double-stranded dna binding,cytoplasm localization,inflammasome complex assembly,positive regulation of interleukin-1 beta production,negative regulation of phosphatidylinositol 3-kinase/protein kinase b signal transductio
DHTKD1,thiamine pyrophosphate binding,oxoglutarate dehydrogenase (succinyl-transferring) activity,mitochondrion,oxidoreductase activity,protein binding,lysine catabolism
TPM3,actin filament binding,actin binding,protein binding,muscle contraction,actin filament organization,cytoskeleton
DCAF7,protein ubiquitination,cul4-ring e3 ubiquitin ligase complex,protein binding,nucleoplasm localization,dna repair,transcriptional regulation
PTH2R,g protein-coupled receptor activity,peptide hormone binding,parathyroid hormone receptor activity,cell surface receptor signaling pathway,g protein-coupled receptor signaling pathway,adenylate cyclase-modulating g protein-coupled receptor signaling pathway
FBXO32,protein binding,scf ubiquitin ligase complex,cellular response to dexamethasone stimulus,protein ubiquitination,nucleus localization,cytoplasm localization
REST,transcriptional repression,dna-binding transcription factor activity,neuron differentiation,synaptic plasticity,negative regulation of gene expression,tumor suppressor/oncogene
SCTR,secretin receptor activity,g protein-coupled peptide receptor activity,peptide hormone binding,g protein-coupled receptor activity,regulation of appetite,adenylate cyclase-activating g protein-coupled receptor signaling pathway
KIF18A,microtubule motor activity,microtubule binding,chromosome segregation,mitotic spindle organization,protein transport,plus-end-directed microtubule motor activit
A1CF,rna binding,mrna processing,mrna localization,post-transcriptional regulation of gene expression,protein stabilization,cytidine to uridine editing
CARD9,cytokine production,apoptotic signaling pathway,innate immune response,signaling adaptor activity,card domain binding,protein homodimerization activity
SMO,g-protein coupled receptor activity,hedgehog signaling pathway,cell migration,tissue morphogenesis,epithelial-mesenchymal transition,angiogenesis
OPRD1,g protein-coupled receptor activity,neuropeptide binding,cellular response to growth factor stimulus,regulation of mitochondrial membrane potential,postsynaptic membrane,neuron projection
BET1L,retrograde transport,membrane fusion,protein binding,golgi apparatus,endosome to golgi,snap receptor activity
FZD1,wnt receptor activity,wnt-protein binding,cell surface receptor signaling pathway,positive regulation of dna-templated transcription,negative regulation of canonical wnt signaling pathway,non-canonical wnt signaling pathway
BDKRB1,bradykinin receptor activity,g protein-coupled receptor activity,positive regulation of leukocyte migration,negative regulation of cell growth,response to mechanical stimulus,cell migration
EPN2,phospholipid binding,protein binding,clathrin binding,cadherin binding,negative regulation of vascular endothelial growth factor receptor signaling pathway,positive regulation of notch signaling pathway
CACNA1A,voltage-gated calcium channel activity,calcium ion transmembrane transport,response to amyloid-beta,modulation of chemical synaptic transmission,cellular response to amyloid-beta,positive regulation of cytosolic calcium ion concentratio
SCNN1A,sodium ion transmembrane transport,cellular response to aldosterone,regulation of blood pressure,inorganic cation transmembrane transport,sodium ion transport,hormonal regulation
PDK2,pyruvate dehydrogenase (acetyl-transferring) kinase activity,regulation of glucose metabolic process,glucose homeostasis,insulin receptor signaling pathway,protein kinase activity,cellular response to nutrient
COL5A1,collagen fibril organization,extracellular matrix structural constituent conferring tensile strength,integrin binding,protein binding,platelet-derived growth factor binding,cell migration
PKNOX1,dna-binding transcription factor activity,sequence-specific double-stranded dna binding,regulation of dna-templated transcription,chromatin binding,angiogenesis,hematopoiesis
HNF1A,dna-binding transcription factor activity,positive regulation of dna-templated transcription,regulation of transcription by rna polymerase ii,glucose homeostasis,pancreas development,renal d-glucose absorptio
ATP1A4,transmembrane transport,sodium ion export across plasma membrane,potassium ion import across plasma membrane,membrane raft localization,sperm midpiece localization,regulation of cellular ph
CALM3,calcium ion binding,protein kinase binding,regulation of cardiac muscle contraction,g protein-coupled receptor signaling pathway,positive regulation of peptidyl-threonine phosphorylation,protein serine/threonine kinase activator activity
GRB7,egfr signaling pathway,insulin receptor signaling pathway,protein kinase binding,rna binding,cell migration,stress granule assembly
PROK2,neuropeptide signaling pathway,angiogenesis,inflammatory response,g protein-coupled receptor signaling pathway,smooth muscle contraction,angiogenesis
BRS3,neuropeptide receptor activity,g protein-coupled receptor activity,bombesin receptor signaling pathway,glucose metabolic process,regulation of blood pressure,tumor growth
PROKR2,neuropeptide y receptor activity,g protein-coupled receptor activity,protein binding,g protein-coupled receptor signaling pathway,circadian rhythm,neuropeptide signaling pathway
GFRA2,glial cell-derived neurotrophic factor receptor activity,signaling receptor activity,cell surface receptor protein tyrosine kinase signaling pathway,nervous system development,heparan sulfate binding,receptor comple
PIWIL4,pirna binding,rna endonuclease activity,transposable element silencing by heterochromatin formation,transposable element silencing by pirna-mediated dna methylation,regulatory ncrna-mediated gene silencing,nucleic acid binding
